index; ranking; fitness; active_element_count; length; angle_xy; angle_xz; ground_plane_element_count; length; angle_xy; angle_xz; 
0; 158; 2728; 4; 0.168622; 1.346852; 1.499965; 0.191562; 0.660845; 0.171830; 0.026424; 4.069309; 1.780511; 0.175188; 3.234871; 0.440802; 4; 9.776484; 0.000000; 4.406497; 9.776484; 1.570796; 4.406497; 9.776484; 3.141593; 4.406497; 9.776484; 4.712389; 4.406497; 
1; 120; 2395; 4; 0.144719; 8.404351; 1.438391; 0.117012; 1.166833; 0.156712; 0.055959; 2.849927; 1.973639; 0.114879; 5.970230; 0.360715; 4; 10.131564; 0.000000; 5.001284; 10.131564; 1.570796; 5.001284; 10.131564; 3.141593; 5.001284; 10.131564; 4.712389; 5.001284; 
2; 251; 2307; 4; 0.071221; 3.709939; 2.064433; 0.186742; 2.282032; 0.088858; 0.078730; 3.179431; 0.930144; 0.145925; 1.618342; 0.510258; 4; 11.252479; 0.000000; 3.521920; 11.252479; 1.570796; 3.521920; 11.252479; 3.141593; 3.521920; 11.252479; 4.712389; 3.521920; 
3; 22; 2139; 4; 0.178028; 2.459517; 0.473588; 0.134981; 0.902772; 0.077285; 0.072866; 2.533485; 1.290750; 0.295059; 1.652096; 0.639151; 4; 10.637689; 0.000000; 4.373300; 10.637689; 1.570796; 4.373300; 10.637689; 3.141593; 4.373300; 10.637689; 4.712389; 4.373300; 
4; 118; 2120; 4; 0.043277; 2.365617; 1.198253; 0.189086; 1.305723; 0.182590; 0.032866; 4.491287; 2.435364; 0.225951; 3.103167; 0.323486; 4; 10.048981; 0.000000; 4.269089; 10.048981; 1.570796; 4.269089; 10.048981; 3.141593; 4.269089; 10.048981; 4.712389; 4.269089; 
5; 184; 2095; 4; 0.156115; 1.370773; 1.799211; 0.151722; 0.392693; 0.051003; 0.025777; 4.866575; 1.219353; 0.287103; 1.362382; 0.479906; 4; 10.791752; 0.000000; 3.943757; 10.791752; 1.570796; 3.943757; 10.791752; 3.141593; 3.943757; 10.791752; 4.712389; 3.943757; 
6; 237; 2078; 4; 0.070069; 3.044156; 0.782899; 0.174402; 1.338697; 0.147749; 0.076832; 3.781116; 2.041549; 0.158219; 2.777982; 0.589348; 4; 10.020208; 0.000000; 4.169916; 10.020208; 1.570796; 4.169916; 10.020208; 3.141593; 4.169916; 10.020208; 4.712389; 4.169916; 
7; 70; 2069; 4; 0.099571; 2.042482; 1.669510; 0.275726; 0.820857; 0.139666; 0.062224; 1.962559; 1.681451; 0.135555; 2.952940; 0.331103; 4; 8.871499; 0.000000; 3.494699; 8.871499; 1.570796; 3.494699; 8.871499; 3.141593; 3.494699; 8.871499; 4.712389; 3.494699; 
8; 7; 2023; 4; 0.121489; 2.653136; 0.586527; 0.106822; 0.777675; 0.088374; 0.028264; 2.956262; 1.992267; 0.351828; 1.675309; 0.563446; 4; 4.513362; 0.000000; 5.192300; 4.513362; 1.570796; 5.192300; 4.513362; 3.141593; 5.192300; 4.513362; 4.712389; 5.192300; 
9; 104; 1985; 4; 0.091467; 0.939552; 0.917550; 0.185047; 0.607173; 0.144681; 0.029139; 4.594291; 2.888241; 0.247596; 1.991810; 0.630662; 4; 3.523131; 0.000000; 4.248140; 3.523131; 1.570796; 4.248140; 3.523131; 3.141593; 4.248140; 3.523131; 4.712389; 4.248140; 
10; 117; 1941; 4; 0.128615; 6.649556; 0.721808; 0.172202; 1.451586; 0.163732; 0.069178; 4.692621; 1.805131; 0.103071; 2.237117; 0.594534; 4; 4.951397; 0.000000; 4.269856; 4.951397; 1.570796; 4.269856; 4.951397; 3.141593; 4.269856; 4.951397; 4.712389; 4.269856; 
11; 196; 1924; 4; 0.067198; 2.395683; 0.462796; 0.061380; 0.781608; 0.077692; 0.080137; 1.964841; 1.304274; 0.362893; 4.985915; 0.623376; 4; 7.832833; 0.000000; 4.129987; 7.832833; 1.570796; 4.129987; 7.832833; 3.141593; 4.129987; 7.832833; 4.712389; 4.129987; 
12; 167; 1876; 4; 0.149830; 1.415544; 0.563915; 0.112140; 0.455066; 0.063193; 0.113577; 3.474153; 1.507869; 0.221477; 1.132823; 0.455053; 4; 7.634998; 0.000000; 4.158291; 7.634998; 1.570796; 4.158291; 7.634998; 3.141593; 4.158291; 7.634998; 4.712389; 4.158291; 
13; 220; 1875; 4; 0.119167; 3.276971; 1.488705; 0.216534; 0.614276; 0.185759; 0.100287; 2.901738; 2.038756; 0.166256; 2.432623; 0.645866; 4; 10.717614; 0.000000; 3.025645; 10.717614; 1.570796; 3.025645; 10.717614; 3.141593; 3.025645; 10.717614; 4.712389; 3.025645; 
14; 155; 1868; 4; 0.058775; 1.705516; 0.297000; 0.251493; 1.067530; 0.080158; 0.076038; 2.306009; 1.253784; 0.134506; 4.814911; 1.210944; 4; 7.002503; 0.000000; 3.638942; 7.002503; 1.570796; 3.638942; 7.002503; 3.141593; 3.638942; 7.002503; 4.712389; 3.638942; 
