1687118444; 0; 0.104517; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118444; 1; 0.025446; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118445; 2; 0.200536; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118445; 3; 0.051369; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118445; 4; 0.014662; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118615; 0; 0.017858; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118615; 1; 0.009489; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118615; 2; 0.032363; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118615; 3; 0.018547; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118615; 4; 0.019154; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118615; 5; 0.013747; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118615; 6; 0.013067; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118616; 7; 0.013394; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118616; 8; 0.012271; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687118616; 9; 0.011129; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119041; 0; 0.014865; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119041; 1; 0.016782; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119041; 2; 0.014063; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119041; 3; 0.011068; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119041; 4; 0.013248; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119041; 5; 0.020019; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119041; 6; 0.012675; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119042; 7; 0.011966; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119042; 8; 0.010944; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119042; 9; 0.011418; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119121; 0; 0.014284; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119121; 1; 0.018386; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119121; 2; 0.013215; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119121; 3; 0.012464; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119121; 4; 0.014748; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119121; 5; 0.015075; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119121; 6; 0.011522; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119122; 7; 0.017908; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119122; 8; 0.012804; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119122; 9; 0.032525; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119206; 0; 0.015761; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119206; 1; 0.010727; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119207; 2; 0.008653; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119207; 3; 0.010537; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119207; 4; 0.010568; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119207; 5; 0.010263; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119207; 6; 0.008855; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119207; 7; 0.011392; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119207; 8; 0.010689; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119207; 9; 0.011890; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119547; 0; 0.554044; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119547; 1; 0.501929; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119584; 0; 0.722052; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119585; 1; 0.664892; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119676; 0; 45.521445; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687119977; 0; 10.383014; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687120271; 0; 10.389277; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687120456; 0; 10.385997; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687120599; 0; 10.154916; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687120700; 0; 10.138730; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687120738; 0; 10.131993; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687120885; 0; 10.091069; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
1687120942; 0; 10.088020; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; -799999999; 
